SKU,Brand_Desc,Product_Category,Date range,Ranking (By net sales),Net Sales,Net Sales Items,Transaction,ATV,ASP,Net Sales Contribution,Net Sales Items Contribution,Brand
5405912,TED BAKER,Trial Size,"Jan 01, 2026 - Jan 31, 2026",940,1309.04,13,10,130.904,100.695385,0.000296,0.000438,3
1095194,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",941,1308.41,1,1,1308.41,1308.41,0.000296,0.000034,PROP
5010098,No7,Mens,"Jan 01, 2026 - Jan 31, 2026",942,1306.54,2,2,653.27,653.27,0.000295,0.000067,BOOTS
2761204,Bepanthen,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",942,1306.54,2,2,653.27,653.27,0.000295,0.000067,PROP
2421055,Palmers,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",944,1303.74,3,3,434.58,434.58,0.000295,0.000101,PROP
1064366,Banana Boat,Suncare,"Jan 01, 2026 - Jan 31, 2026",945,1301.87,7,3,433.956667,185.981429,0.000294,0.000236,PROP
3030466,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",946,1301.02,39,12,108.418333,33.359487,0.000294,0.001314,BOOTS
2612543,Physiogel,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",947,1299.07,2,1,1299.07,649.535,0.000294,0.000067,PROP
2412757,Vaseline,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",948,1298.15,7,6,216.358333,185.45,0.000293,0.000236,PROP
1116096,BIFESTA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",949,1298.14,5,5,259.628,259.628,0.000293,0.000168,PROP
1086668,BOOTS INGREDIENTS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",950,1297.19,14,8,162.14875,92.656429,0.000293,0.000472,BOOTS
2121949,Clean & Clear,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",951,1294.13,10,7,184.875714,129.413,0.000293,0.000337,PROP
2622891,Cetaphil,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",952,1289.76,5,3,429.92,257.952,0.000292,0.000168,PROP
2652405,Smooth E,Haircare,"Jan 01, 2026 - Jan 31, 2026",953,1289.72,3,2,644.86,429.906667,0.000292,0.000101,PROP
2729661,HADA LABO,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",953,1289.72,2,1,1289.72,644.86,0.000292,0.000067,PROP
1115249,Soap & Glory,Gift-PC,"Jan 01, 2026 - Jan 31, 2026",955,1288.4,4,4,322.1,322.1,0.000291,0.000135,BOOTS
1091204,SKINTIFIC,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",956,1287.86,2,2,643.93,643.93,0.000291,0.000067,PROP
3340546,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",957,1286.91,3,2,643.455,428.97,0.000291,0.000101,BOOTS
2676916,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",958,1286.84,6,6,214.473333,214.473333,0.000291,0.000202,PROP
2273382,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",959,1283.61,5,4,320.9025,256.722,0.00029,0.000168,PROP
2332044,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",960,1282.26,14,12,106.855,91.59,0.00029,0.000472,PROP
1076595,CATHY DOLL,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",961,1281.82,12,8,160.2275,106.818333,0.00029,0.000404,PROP
1076763,BOOTS BODY SKINCARE,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",962,1276.04,14,14,91.145714,91.145714,0.000288,0.000472,BOOTS
1078730,Mega,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",963,1275.7,7,5,255.14,182.242857,0.000288,0.000236,PROP
2345642,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",964,1275.69,7,6,212.615,182.241429,0.000288,0.000236,PROP
1092681,BOOTS FLAVOUR,Bathcare,"Jan 01, 2026 - Jan 31, 2026",965,1274.55,16,12,106.2125,79.659375,0.000288,0.000539,BOOTS
1090483,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",966,1274.52,4,3,424.84,318.63,0.000288,0.000135,BOOTS
1115256,Soap & Glory,Gift-PC,"Jan 01, 2026 - Jan 31, 2026",967,1272.12,4,3,424.04,318.03,0.000288,0.000135,BOOTS
2139945,Voltaren,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",968,1271.04,4,4,317.76,317.76,0.000287,0.000135,PROP
0045012,NORGESIC,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",969,1271.01,20,13,97.77,63.5505,0.000287,0.000674,PROP
1071527,PLANTAE,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",970,1270.09,1,1,1270.09,1270.09,0.000287,0.000034,PROP
1110272,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",971,1269.16,4,2,634.58,317.29,0.000287,0.000135,BOOTS
2698537,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",972,1267.28,5,4,316.82,253.456,0.000286,0.000168,PROP
1117370,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",973,1266.35,8,5,253.27,158.29375,0.000286,0.000269,BOOTS
1086766,BOOTS INGREDIENTS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",974,1264.01,14,7,180.572857,90.286429,0.000286,0.000472,BOOTS
1099051,HAPPY NOZ,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",975,1261.69,10,6,210.281667,126.169,0.000285,0.000337,PROP
2635349,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",976,1261.1,2,2,630.55,630.55,0.000285,0.000067,PROP
1099562,SKINTIFIC,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",977,1258.89,3,3,419.63,419.63,0.000285,0.000101,PROP
2320895,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",978,1257,5,5,251.4,251.4,0.000284,0.000168,PROP
5011361,BOOTS SKIN MASK,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",979,1254.73,67,31,40.475161,18.727313,0.000284,0.002257,BOOTS
2574846,HADA LABO,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",980,1252.34,2,1,1252.34,626.17,0.000283,0.000067,PROP
2444616,G-Long,Haircare,"Jan 01, 2026 - Jan 31, 2026",981,1252.31,10,9,139.145556,125.231,0.000283,0.000337,PROP
2451248,Garnier,Mens,"Jan 01, 2026 - Jan 31, 2026",982,1247.32,9,8,155.915,138.591111,0.000282,0.000303,PROP
1102572,AMSEL,Vitamin,"Jan 01, 2026 - Jan 31, 2026",983,1246.74,3,2,623.37,415.58,0.000282,0.000101,PROP
1093129,BABY BRIGHT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",984,1244.88,10,9,138.32,124.488,0.000281,0.000337,PROP
0102008,Dermovate,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",985,1242.99,7,5,248.598,177.57,0.000281,0.000236,PROP
2752450,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",985,1242.99,1,1,1242.99,1242.99,0.000281,0.000034,PROP
1124517,DAVID BECKHAM,Fragrance,"Jan 01, 2026 - Jan 31, 2026",985,1242.99,1,1,1242.99,1242.99,0.000281,0.000034,PROP
1113912,Betadine,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",985,1242.99,6,6,207.165,207.165,0.000281,0.000202,PROP
2760828,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",989,1242.72,18,10,124.272,69.04,0.000281,0.000606,PROP
8852170,BOOTS INGREDIENTS,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",990,1240.83,8,5,248.166,155.10375,0.00028,0.000269,BOOTS
1092709,Gatsby,Mens,"Jan 01, 2026 - Jan 31, 2026",991,1239.73,5,3,413.243333,247.946,0.00028,0.000168,PROP
0102005,Betnovate,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",992,1233.63,12,7,176.232857,102.8025,0.000279,0.000404,PROP
2480787,Veet,Depils,"Jan 01, 2026 - Jan 31, 2026",993,1233.62,9,8,154.2025,137.068889,0.000279,0.000303,PROP
1099135,ELLIPS,Haircare,"Jan 01, 2026 - Jan 31, 2026",993,1233.62,18,15,82.241333,68.534444,0.000279,0.000606,PROP
1115354,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",995,1229.92,4,4,307.48,307.48,0.000278,0.000135,PROP
1080088,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",995,1229.92,4,4,307.48,307.48,0.000278,0.000135,PROP
8853851,BOOTS ACCESSORIES,Beauty Accs,"Jan 01, 2026 - Jan 31, 2026",997,1228.41,25,17,72.259412,49.1364,0.000278,0.000842,BOOTS
0022221,TWYNSTA,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",998,1227.1,1,1,1227.1,1227.1,0.000277,0.000034,PROP
1097539,Sunsilk,Haircare,"Jan 01, 2026 - Jan 31, 2026",999,1222.43,12,7,174.632857,101.869167,0.000276,0.000404,PROP
0101009,CLINDA-M,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1000,1221.72,17,3,407.24,71.865882,0.000276,0.000573,PROP
0122041,Bepanthen,First Aid,"Jan 01, 2026 - Jan 31, 2026",1001,1221.61,7,6,203.601667,174.515714,0.000276,0.000236,PROP
0119004,Celebrex,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1002,1214.96,4,4,303.74,303.74,0.000275,0.000135,PROP
1089034,Gillette,Mens,"Jan 01, 2026 - Jan 31, 2026",1003,1210.3,7,7,172.9,172.9,0.000274,0.000236,PROP
2524075,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",1003,1210.3,6,6,201.716667,201.716667,0.000274,0.000202,PROP
1090399,Strepsils,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1005,1208.95,9,9,134.327778,134.327778,0.000273,0.000303,PROP
2735726,Gaviscon,OTC Gastro,"Jan 01, 2026 - Jan 31, 2026",1006,1202.77,13,12,100.230833,92.520769,0.000272,0.000438,PROP
2745020,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1006,1202.77,13,12,100.230833,92.520769,0.000272,0.000438,PROP
2756081,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1006,1202.77,13,11,109.342727,92.520769,0.000272,0.000438,PROP
2634199,Bausch&Lomb,Eyecare,"Jan 01, 2026 - Jan 31, 2026",1009,1200,12,10,120,100,0.000271,0.000404,PROP
5626250,BOOTS BATH BODY HAIR,Haircare,"Jan 01, 2026 - Jan 31, 2026",1010,1197.99,17,10,119.799,70.47,0.000271,0.000573,BOOTS
1100024,Vichy,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1011,1197.02,1,1,1197.02,1197.02,0.000271,0.000034,PROP
5465044,TED BAKER,Mens,"Jan 01, 2026 - Jan 31, 2026",1012,1196.95,10,7,170.992857,119.695,0.000271,0.000337,3
1109320,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1013,1196.7,10,8,149.5875,119.67,0.000271,0.000337,BOOTS
1077617,Garnier,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1014,1196.69,5,4,299.1725,239.338,0.000271,0.000168,PROP
1058234,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1015,1193.09,15,11,108.462727,79.539333,0.00027,0.000505,PROP
1091043,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1016,1192.1,6,6,198.683333,198.683333,0.000269,0.000202,PROP
2616549,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1017,1191.6,3,3,397.2,397.2,0.000269,0.000101,PROP
5011329,BOOTS SKIN MASK,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1018,1190.42,43,22,54.11,27.684186,0.000269,0.001449,BOOTS
1089251,RI EN,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",1019,1189.72,11,4,297.43,108.156364,0.000269,0.000371,PROP
1112757,Vaseline,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1020,1189.24,4,4,297.31,297.31,0.000269,0.000135,PROP
2061822,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1021,1188.79,8,3,396.263333,148.59875,0.000269,0.000269,PROP
2129175,BOOTS CUCUMBER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1022,1187.82,15,8,148.4775,79.188,0.000269,0.000505,BOOTS
1056806,SWISSE,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1023,1187.14,3,2,593.57,395.713333,0.000268,0.000101,PROP
1092380,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1024,1180.39,7,6,196.731667,168.627143,0.000267,0.000236,PROP
2574048,ALINAMIN,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1025,1177.57,3,2,588.785,392.523333,0.000266,0.000101,PROP
2475287,Hawaiian Tropic,Suncare,"Jan 01, 2026 - Jan 31, 2026",1026,1177.56,4,4,294.39,294.39,0.000266,0.000135,PROP
2684323,SENKA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1027,1175.67,8,5,235.134,146.95875,0.000266,0.000269,PROP
5401526,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1028,1171.97,6,4,292.9925,195.328333,0.000265,0.000202,BOOTS
2749816,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1029,1169.16,1,1,1169.16,1169.16,0.000264,0.000034,PROP
2060370,Parodontax,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1030,1168.69,7,2,584.345,166.955714,0.000264,0.000236,PROP
2667313,Betadine,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1031,1168.23,6,5,233.646,194.705,0.000264,0.000202,PROP
1103916,ZALAIN,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1032,1168.22,5,2,584.11,233.644,0.000264,0.000168,PROP
0011028,ALGYCON,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1033,1168.2,5,5,233.64,233.64,0.000264,0.000168,PROP
2522749,Gillette,Mens,"Jan 01, 2026 - Jan 31, 2026",1034,1167.29,1,1,1167.29,1167.29,0.000264,0.000034,PROP
2495903,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1035,1162.13,9,5,232.426,129.125556,0.000263,0.000303,PROP
8796351,BOOTS DRY SHAMPOO,Haircare,"Jan 01, 2026 - Jan 31, 2026",1036,1161.61,11,10,116.161,105.600909,0.000263,0.000371,BOOTS
0134010,TRINOLONE,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1037,1158.88,31,7,165.554286,37.383226,0.000262,0.001044,PROP
2721032,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1038,1157.94,21,19,60.944211,55.14,0.000262,0.000707,PROP
2466601,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1039,1155.16,4,4,288.79,288.79,0.000261,0.000135,PROP
2276667,Centrum,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1040,1155.14,4,2,577.57,288.785,0.000261,0.000135,PROP
1071380,Tiger Balm,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1041,1154.91,20,10,115.491,57.7455,0.000261,0.000674,PROP
2381487,O.B.,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",1042,1154.24,13,9,128.248889,88.787692,0.000261,0.000438,PROP
2680875,Veet,Depils,"Jan 01, 2026 - Jan 31, 2026",1043,1154.19,8,4,288.5475,144.27375,0.000261,0.000269,PROP
1092688,BOOTS FLAVOUR,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1044,1153.99,15,12,96.165833,76.932667,0.000261,0.000505,BOOTS
1113296,Gillette,Mens,"Jan 01, 2026 - Jan 31, 2026",1045,1151.58,4,4,287.895,287.895,0.00026,0.000135,PROP
2134404,Tylenol,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1046,1151.42,14,11,104.674545,82.244286,0.00026,0.000472,PROP
2724295,TIGERPLAST,First Aid,"Jan 01, 2026 - Jan 31, 2026",1047,1151.4,4,3,383.8,287.85,0.00026,0.000135,PROP
1051227,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1048,1149.52,6,5,229.904,191.586667,0.00026,0.000202,PROP
1107038,L'Oreal,Haircare,"Jan 01, 2026 - Jan 31, 2026",1049,1148.74,7,7,164.105714,164.105714,0.00026,0.000236,PROP
2173921,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1050,1147.6,8,1,1147.6,143.45,0.000259,0.000269,BOOTS
1123656,Nivea,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1051,1146.73,3,3,382.243333,382.243333,0.000259,0.000101,PROP
0101012,DIFFERIN,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1052,1145.8,2,2,572.9,572.9,0.000259,0.000067,PROP
1073424,IBUMAN,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1053,1144.86,35,13,88.066154,32.710286,0.000259,0.001179,PROP
2656400,PATAR,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1054,1144.85,5,4,286.2125,228.97,0.000259,0.000168,PROP
1087893,DOUBLE A,First Aid,"Jan 01, 2026 - Jan 31, 2026",1055,1144.53,49,25,45.7812,23.357755,0.000259,0.001651,PROP
2474728,Softfell,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1056,1143.28,17,13,87.944615,67.251765,0.000258,0.000573,PROP
2165539,NAMMAN MUAY,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1057,1143.24,10,7,163.32,114.324,0.000258,0.000337,PROP
1109726,Dove,Haircare,"Jan 01, 2026 - Jan 31, 2026",1058,1142.05,13,11,103.822727,87.85,0.000258,0.000438,PROP
0114050,CATAFLAM,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1059,1136.45,8,3,378.816667,142.05625,0.000257,0.000269,PROP
1099030,HAPPY NOZ,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1060,1135.52,9,6,189.253333,126.168889,0.000257,0.000303,PROP
1112001,TORRIDEN,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1061,1134.6,19,14,81.042857,59.715789,0.000256,0.00064,PROP
1090469,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1062,1134.09,4,4,283.5225,283.5225,0.000256,0.000135,BOOTS
1108221,VISTRA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1063,1132.82,4,2,566.41,283.205,0.000256,0.000135,PROP
1109117,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1064,1132.14,2,2,566.07,566.07,0.000256,0.000067,BOOTS
1058577,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1065,1122.46,17,9,124.717778,66.027059,0.000254,0.000573,PROP
1073431,IVER-6,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1066,1121.5,1,1,1121.5,1121.5,0.000254,0.000034,PROP
1109684,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1067,1121.47,16,11,101.951818,70.091875,0.000254,0.000539,PROP
2335107,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1068,1120.56,2,1,1120.56,560.28,0.000253,0.000067,BOOTS
2206154,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1069,1119.93,11,11,101.811818,101.811818,0.000253,0.000371,PROP
2448638,Olay,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1070,1119.62,2,2,559.81,559.81,0.000253,0.000067,PROP
1078100,VISTRA,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1071,1119.47,11,7,159.924286,101.77,0.000253,0.000371,PROP
2043352,Strepsils,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1072,1118.7,11,7,159.814286,101.7,0.000253,0.000371,PROP
8292965,Umberto Giannini,Haircare,"Jan 01, 2026 - Jan 31, 2026",1073,1118.69,3,2,559.345,372.896667,0.000253,0.000101,3
1071170,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1074,1117.76,4,4,279.44,279.44,0.000253,0.000135,PROP
2434904,Olay,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1074,1117.76,4,4,279.44,279.44,0.000253,0.000135,PROP
3395596,No7,Mens,"Jan 01, 2026 - Jan 31, 2026",1076,1116.71,5,4,279.1775,223.342,0.000252,0.000168,BOOTS
1086696,BOOTS INGREDIENTS,Haircare,"Jan 01, 2026 - Jan 31, 2026",1077,1116.7,10,7,159.528571,111.67,0.000252,0.000337,BOOTS
1062847,PROPOLIZ,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1078,1116.41,47,23,48.539565,23.753404,0.000252,0.001583,PROP
2690617,Vaseline,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",1079,1116.06,10,7,159.437143,111.606,0.000252,0.000337,PROP
2631084,SENKA,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1080,1115.88,6,3,371.96,185.98,0.000252,0.000202,PROP
2472717,Banana Boat,Suncare,"Jan 01, 2026 - Jan 31, 2026",1080,1115.88,6,6,185.98,185.98,0.000252,0.000202,PROP
2413656,Taft,Haircare,"Jan 01, 2026 - Jan 31, 2026",1080,1115.88,6,6,185.98,185.98,0.000252,0.000202,PROP
2701694,Gatsby,Haircare,"Jan 01, 2026 - Jan 31, 2026",1080,1115.88,6,5,223.176,185.98,0.000252,0.000202,PROP
1081887,Nivea,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",1080,1115.88,6,6,185.98,185.98,0.000252,0.000202,PROP
1095761,CATHY DOLL,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1085,1115.41,11,7,159.344286,101.400909,0.000252,0.000371,PROP
1111035,Bioderma,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1086,1112.15,1,1,1112.15,1112.15,0.000251,0.000034,PROP
7516320,BOOTS FOOTCARE,Footcare,"Jan 01, 2026 - Jan 31, 2026",1087,1110.48,8,5,222.096,138.81,0.000251,0.000269,BOOTS
2753481,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1088,1110.28,2,2,555.14,555.14,0.000251,0.000067,PROP
6961452,BOOTS STYLING,Haircare,"Jan 01, 2026 - Jan 31, 2026",1089,1108.54,12,9,123.171111,92.378333,0.000251,0.000404,BOOTS
1092961,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1090,1105.6,7,4,276.4,157.942857,0.00025,0.000236,PROP
2763770,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1091,1104.99,4,4,276.2475,276.2475,0.00025,0.000135,PROP
2524202,TRESemme,Haircare,"Jan 01, 2026 - Jan 31, 2026",1092,1104.33,7,6,184.055,157.761429,0.00025,0.000236,PROP
2695937,Nivea,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1093,1103.29,8,8,137.91125,137.91125,0.000249,0.000269,PROP
1071030,Schick,Depils,"Jan 01, 2026 - Jan 31, 2026",1094,1102.66,6,4,275.665,183.776667,0.000249,0.000202,PROP
1096552,DR.PONG,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1095,1099.5,3,3,366.5,366.5,0.000249,0.000101,PROP
1092751,SELSUN BLUE,Haircare,"Jan 01, 2026 - Jan 31, 2026",1096,1097.97,6,6,182.995,182.995,0.000248,0.000202,PROP
1083994,DERMATIX,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1097,1095.88,5,4,273.97,219.176,0.000248,0.000168,PROP
4550102,Soap & Glory,Haircare,"Jan 01, 2026 - Jan 31, 2026",1098,1094.25,7,6,182.375,156.321429,0.000247,0.000236,BOOTS
2768756,Sebamed,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1099,1093.46,3,2,546.73,364.486667,0.000247,0.000101,PROP
2752477,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1099,1093.46,1,1,1093.46,1093.46,0.000247,0.000034,PROP
1109327,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1101,1089.12,13,12,90.76,83.778462,0.000246,0.000438,BOOTS
2773792,NAKIZ,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1102,1088.78,5,4,272.195,217.756,0.000246,0.000168,PROP
0073003,Zovirax,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1103,1084.12,2,2,542.06,542.06,0.000245,0.000067,PROP
2770971,NUUI,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1103,1084.12,4,4,271.03,271.03,0.000245,0.000135,PROP
2622867,Cetaphil,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1105,1084.11,2,1,1084.11,542.055,0.000245,0.000067,PROP
1118238,Nivea,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1106,1081.11,9,8,135.13875,120.123333,0.000244,0.000303,PROP
2691206,AVEENO,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1107,1079.66,3,3,359.886667,359.886667,0.000244,0.000101,PROP
1096706,OPTIVE,Eyecare,"Jan 01, 2026 - Jan 31, 2026",1108,1079.44,3,1,1079.44,359.813333,0.000244,0.000101,PROP
1085933,Bioderma,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1109,1079.43,3,3,359.81,359.81,0.000244,0.000101,PROP
1110699,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1110,1079.36,4,4,269.84,269.84,0.000244,0.000135,BOOTS
2542189,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1111,1077.56,7,6,179.593333,153.937143,0.000244,0.000236,PROP
1082531,Nivea,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1112,1077.34,9,8,134.6675,119.704444,0.000244,0.000303,PROP
1086556,BOOTS BODY SKINCARE,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1113,1076.09,13,10,107.609,82.776154,0.000243,0.000438,BOOTS
2673704,Vaseline,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1114,1075.8,9,7,153.685714,119.533333,0.000243,0.000303,PROP
0021023,DAFLON,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1115,1072.89,4,2,536.445,268.2225,0.000243,0.000135,PROP
2710154,AVEENO,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1116,1072.72,9,9,119.191111,119.191111,0.000242,0.000303,PROP
1101417,Mistine,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1117,1070.1,5,4,267.525,214.02,0.000242,0.000168,PROP
1119666,Garnier,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1118,1070.09,5,1,1070.09,214.018,0.000242,0.000168,PROP
1109334,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1119,1069.88,13,11,97.261818,82.298462,0.000242,0.000438,BOOTS
2573920,Salonpas,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1120,1067.44,11,6,177.906667,97.04,0.000241,0.000371,PROP
2713242,UNICHARM,First Aid,"Jan 01, 2026 - Jan 31, 2026",1121,1066.29,18,17,62.722941,59.238333,0.000241,0.000606,PROP
2042976,KWAN LOONG,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1122,1065.42,6,4,266.355,177.57,0.000241,0.000202,PROP
1099142,ELLIPS,Haircare,"Jan 01, 2026 - Jan 31, 2026",1123,1064.45,16,13,81.880769,66.528125,0.000241,0.000539,PROP
2752469,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1124,1064.25,1,1,1064.25,1064.25,0.000241,0.000034,PROP
